epoch,train_q,train_v,val_q,val_v
93,9.540497555335362,0.1653222178419431,10.043423393249512,0.20132668259510628
94,9.547304177284241,0.16493451620141666,10.022214714637169,0.20114221449081715
95,9.710212906201681,0.16147491273780665,10.015054324810322,0.20436573427457075
96,9.670844101905823,0.16583546896775564,10.03283839886005,0.19845250178300416
97,9.537731273969014,0.16217071463664373,10.061295548072229,0.21645286012612858
98,9.558727808793385,0.1661803231885036,10.028252391521747,0.2074854596027961
99,9.724249672889709,0.1681374231974284,10.054721926762507,0.1995108160972595
100,9.754864239692688,0.1676021305223306,10.034338437007024,0.1993184295617617
101,9.808600036303202,0.16863825221856435,10.050155566875752,0.1989076663989287
102,9.637886007626852,0.16755192627509435,10.061523862398587,0.22088380746658032
103,9.900993450482686,0.17131372193495434,10.05738100844163,0.2076105028299185
104,9.63779543240865,0.16820995286107063,10.061437461853027,0.20266052117714514
105,9.583638509114584,0.17201718240976333,10.072495502178485,0.20379357320528765
106,9.694856413205464,0.1716868095099926,10.07426117002047,0.2171631279541896
107,9.690333708127339,0.17244127616286278,10.06545966221736,0.2165168870320687
108,9.65162623723348,0.17230248153209687,10.09049977346567,0.21454678792219894
109,9.67459310690562,0.18160644968350728,10.075220619788537,0.2175696702828774
110,9.834446867307028,0.17363537847995758,10.087709408686711,0.2127777137848047
111,9.746706247329712,0.17414017021656036,10.102427137521596,0.20840223717689516
112,9.567859657605489,0.17387370591362317,10.111235814021184,0.22571280250182518
113,9.545521676540375,0.17572972389558952,10.138814586345966,0.21378336292046768
114,9.599334462483723,0.17508723760644596,10.105100522554837,0.2183601199938701
115,9.907531444231669,0.17457429319620132,10.11289706303523,0.2199115391602883
116,9.578313453992207,0.1760915922621886,10.113598269535945,0.22265921142468087
117,9.693761483828228,0.17674315795302392,10.132713525038499,0.23542838502847233
118,9.650349950790405,0.17535806397596995,10.151420644319975,0.22143430129381325
119,9.679120310147603,0.17793816675742466,10.164734447772686,0.23557830954515016
